id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,symbol,year_label
1073,TATAMOTORS,Mar 2024,67915.0,-22782.0,-37006.0,8128.0,45133.0,TATAMOTORS,Mar 2024
1074,TATAPOWER,Mar 2013,3286.0,-4026.0,-593.0,-1333.0,-740.0,TATAPOWER,Mar 2013
1075,TATAPOWER,Mar 2014,6483.0,-3609.0,-3265.0,-392.0,2874.0,TATAPOWER,Mar 2014
1076,TATAPOWER,Mar 2015,5981.0,-3865.0,-2239.0,-123.0,2116.0,TATAPOWER,Mar 2015
1077,TATAPOWER,Mar 2016,7415.0,-1805.0,-6183.0,-574.0,5610.0,TATAPOWER,Mar 2016
1078,TATAPOWER,Mar 2017,7014.0,-7373.0,937.0,579.0,-359.0,TATAPOWER,Mar 2017
1079,TATAPOWER,Mar 2018,6364.0,-1512.0,-4726.0,126.0,4852.0,TATAPOWER,Mar 2018
1080,TATAPOWER,Mar 2019,4574.0,-272.0,-5184.0,-883.0,4302.0,TATAPOWER,Mar 2019
1081,TATAPOWER,Mar 2020,7375.0,-493.0,-5110.0,1773.0,6882.0,TATAPOWER,Mar 2020
1082,TATAPOWER,Mar 2021,8345.0,993.0,-7603.0,1736.0,9338.0,TATAPOWER,Mar 2021
1083,TATAPOWER,Mar 2022,6693.0,-6250.0,-1183.0,-741.0,443.0,TATAPOWER,Mar 2022
1084,TATAPOWER,Mar 2023,7166.0,-7263.0,1341.0,1243.0,-97.0,TATAPOWER,Mar 2023
1085,TATAPOWER,Mar 2024,12596.0,-9027.0,-4497.0,-928.0,3569.0,TATAPOWER,Mar 2024
1086,TATASTEEL,Mar 2013,14035.0,-13099.0,-1780.0,-844.0,936.0,TATASTEEL,Mar 2013
1087,TATASTEEL,Mar 2014,13146.0,-15378.0,1015.0,-1218.0,-2232.0,TATASTEEL,Mar 2014
1088,TATASTEEL,Mar 2015,11880.0,-9021.0,-2617.0,241.0,2859.0,TATASTEEL,Mar 2015
1089,TATASTEEL,Mar 2016,11455.0,-8794.0,-4729.0,-2068.0,2661.0,TATASTEEL,Mar 2016
1090,TATASTEEL,Mar 2017,10824.0,-9490.0,-2579.0,-1245.0,1334.0,TATASTEEL,Mar 2017
1091,TATASTEEL,Mar 2018,8023.0,-11730.0,6640.0,2933.0,-3707.0,TATASTEEL,Mar 2018
1092,TATASTEEL,Mar 2019,25336.0,-29176.0,-673.0,-4513.0,-3840.0,TATASTEEL,Mar 2019
1093,TATASTEEL,Mar 2020,20169.0,-14012.0,-1695.0,4462.0,6157.0,TATASTEEL,Mar 2020
1094,TATASTEEL,Mar 2021,44327.0,-9437.0,-37090.0,-2200.0,34890.0,TATASTEEL,Mar 2021
1095,TATASTEEL,Mar 2022,44381.0,-10905.0,-23401.0,10075.0,33476.0,TATASTEEL,Mar 2022
1096,TATASTEEL,Mar 2023,21683.0,-18179.0,-6981.0,-3477.0,3504.0,TATASTEEL,Mar 2023
1097,TATASTEEL,Mar 2024,20301.0,-14253.0,-11097.0,-5049.0,6048.0,TATASTEEL,Mar 2024
1098,TCS,Mar 2013,11615.0,-6038.0,-5729.0,-152.0,5577.0,TCS,Mar 2013
1099,TCS,Mar 2014,14751.0,-9452.0,-5673.0,-374.0,5299.0,TCS,Mar 2014
1100,TCS,Mar 2015,19369.0,-1807.0,-17168.0,394.0,17562.0,TCS,Mar 2015
1101,TCS,Mar 2016,19109.0,-5010.0,-9666.0,4433.0,14099.0,TCS,Mar 2016
1102,TCS,Mar 2017,25223.0,-16895.0,-11026.0,-2698.0,8328.0,TCS,Mar 2017
1103,TCS,Mar 2018,25067.0,3104.0,-26885.0,1286.0,28171.0,TCS,Mar 2018
1104,TCS,Mar 2019,28593.0,1645.0,-27897.0,2341.0,30238.0,TCS,Mar 2019
1105,TCS,Mar 2020,32369.0,8968.0,-39915.0,1422.0,41337.0,TCS,Mar 2020
1106,TCS,Mar 2021,38802.0,-7956.0,-32634.0,-1788.0,30846.0,TCS,Mar 2021
1107,TCS,Mar 2022,39949.0,-738.0,-33581.0,5630.0,39211.0,TCS,Mar 2022
1108,TCS,Mar 2023,41965.0,548.0,-47878.0,-5365.0,42513.0,TCS,Mar 2023
1109,TCS,Mar 2024,44338.0,6091.0,-48536.0,1893.0,50429.0,TCS,Mar 2024
1110,TECHM,Mar 2013,855.0,-622.0,65.0,298.0,233.0,TECHM,Mar 2013
1111,TECHM,Mar 2014,1596.0,291.0,-972.0,915.0,1887.0,TECHM,Mar 2014
1112,TECHM,Mar 2015,2448.0,-1865.0,-829.0,-246.0,583.0,TECHM,Mar 2015
1113,TECHM,Mar 2016,3137.0,-1453.0,-496.0,1188.0,1684.0,TECHM,Mar 2016
1114,TECHM,Mar 2017,4071.0,-2893.0,-1571.0,-392.0,1178.0,TECHM,Mar 2017
1115,TECHM,Mar 2018,3554.0,-3319.0,-269.0,-35.0,235.0,TECHM,Mar 2018
1116,TECHM,Mar 2019,4432.0,-2104.0,-2251.0,77.0,2328.0,TECHM,Mar 2019
1117,TECHM,Mar 2020,4358.0,1081.0,-4466.0,974.0,5439.0,TECHM,Mar 2020
1118,TECHM,Mar 2021,8094.0,-5433.0,-2987.0,-326.0,2661.0,TECHM,Mar 2021
1119,TECHM,Mar 2022,5285.0,480.0,-4667.0,1098.0,5765.0,TECHM,Mar 2022
1120,TECHM,Mar 2023,5572.0,-226.0,-5078.0,267.0,5346.0,TECHM,Mar 2023
1121,TECHM,Mar 2024,6376.0,-1318.0,-4767.0,291.0,5058.0,TECHM,Mar 2024
1122,TITAN,Mar 2013,553.0,-142.0,-236.0,176.0,411.0,TITAN,Mar 2013
1123,TITAN,Mar 2014,-555.0,-271.0,497.0,-329.0,-826.0,TITAN,Mar 2014
1124,TITAN,Mar 2015,503.0,-118.0,-1005.0,-620.0,385.0,TITAN,Mar 2015
1125,TITAN,Mar 2016,576.0,-159.0,-505.0,-88.0,417.0,TITAN,Mar 2016
1126,TITAN,Mar 2017,1712.0,-953.0,-166.0,594.0,759.0,TITAN,Mar 2017
1127,TITAN,Mar 2018,-51.0,98.0,-252.0,-206.0,47.0,TITAN,Mar 2018
1128,TITAN,Mar 2019,1243.0,-797.0,-489.0,-43.0,446.0,TITAN,Mar 2019
1129,TITAN,Mar 2020,-348.0,235.0,-242.0,-355.0,-113.0,TITAN,Mar 2020
1130,TITAN,Mar 2021,4139.0,-2799.0,-1234.0,106.0,1340.0,TITAN,Mar 2021
1131,TITAN,Mar 2022,-724.0,1165.0,-403.0,38.0,441.0,TITAN,Mar 2022
1132,TITAN,Mar 2023,1370.0,-1814.0,457.0,13.0,-444.0,TITAN,Mar 2023
1133,TITAN,Mar 2024,1695.0,-189.0,-1329.0,177.0,1506.0,TITAN,Mar 2024
1134,TORNTPHARM,Mar 2013,153.0,-247.0,20.0,-73.0,-94.0,TORNTPHARM,Mar 2013
1135,TORNTPHARM,Mar 2014,599.0,-418.0,86.0,268.0,181.0,TORNTPHARM,Mar 2014
1136,TORNTPHARM,Mar 2015,810.0,-2113.0,1212.0,-90.0,-1303.0,TORNTPHARM,Mar 2015
1137,TORNTPHARM,Mar 2016,2742.0,-869.0,-1435.0,437.0,1873.0,TORNTPHARM,Mar 2016
1138,TORNTPHARM,Mar 2017,1009.0,-798.0,-193.0,18.0,211.0,TORNTPHARM,Mar 2017
1139,TORNTPHARM,Mar 2018,894.0,-4677.0,3417.0,-366.0,-3783.0,TORNTPHARM,Mar 2018
1140,TORNTPHARM,Mar 2019,1798.0,-246.0,-1314.0,238.0,1552.0,TORNTPHARM,Mar 2019
1141,TORNTPHARM,Mar 2020,1393.0,229.0,-1549.0,73.0,1622.0,TORNTPHARM,Mar 2020
1142,TORNTPHARM,Mar 2021,2005.0,-444.0,-1651.0,-89.0,1561.0,TORNTPHARM,Mar 2021
1143,TORNTPHARM,Mar 2022,1803.0,-196.0,-1781.0,-174.0,1607.0,TORNTPHARM,Mar 2022
1144,TORNTPHARM,Mar 2023,2368.0,-2335.0,77.0,110.0,33.0,TORNTPHARM,Mar 2023
1145,TORNTPHARM,Mar 2024,3266.0,-160.0,-2780.0,327.0,3106.0,TORNTPHARM,Mar 2024
1146,TRENT,Mar 2013,31.0,-276.0,147.0,-97.0,-245.0,TRENT,Mar 2013
1147,TRENT,Mar 2014,-46.0,-48.0,-50.0,-145.0,-94.0,TRENT,Mar 2014
1148,TRENT,Mar 2015,-10.0,-306.0,310.0,-6.0,-316.0,TRENT,Mar 2015
1149,TRENT,Mar 2016,109.0,-98.0,-13.0,-2.0,11.0,TRENT,Mar 2016
1150,TRENT,Mar 2017,102.0,-44.0,-51.0,7.0,58.0,TRENT,Mar 2017
1151,TRENT,Mar 2018,77.0,-4.0,-74.0,-1.0,73.0,TRENT,Mar 2018
1152,TRENT,Mar 2019,21.0,-37.0,37.0,21.0,-16.0,TRENT,Mar 2019
1153,TRENT,Mar 2020,361.0,-809.0,452.0,5.0,-448.0,TRENT,Mar 2020
1154,TRENT,Mar 2021,285.0,18.0,-283.0,20.0,303.0,TRENT,Mar 2021
1155,TRENT,Mar 2022,58.0,56.0,-108.0,6.0,114.0,TRENT,Mar 2022
1156,TRENT,Mar 2023,595.0,-103.0,-491.0,1.0,492.0,TRENT,Mar 2023
1157,TRENT,Mar 2024,1349.0,-508.0,-629.0,211.0,841.0,TRENT,Mar 2024
1158,TVSMOTOR,Mar 2013,464.0,-120.0,-402.0,-58.0,344.0,TVSMOTOR,Mar 2013
1159,TVSMOTOR,Mar 2014,470.0,-235.0,-216.0,19.0,235.0,TVSMOTOR,Mar 2014
1160,TVSMOTOR,Mar 2015,83.0,-415.0,261.0,-71.0,-332.0,TVSMOTOR,Mar 2015
1161,TVSMOTOR,Mar 2016,936.0,-605.0,-319.0,12.0,331.0,TVSMOTOR,Mar 2016
1162,TVSMOTOR,Mar 2017,689.0,-709.0,-59.0,-79.0,-20.0,TVSMOTOR,Mar 2017
1163,TVSMOTOR,Mar 2018,354.0,-1095.0,897.0,156.0,-741.0,TVSMOTOR,Mar 2018
1164,TVSMOTOR,Mar 2019,-918.0,-1104.0,2210.0,188.0,-2022.0,TVSMOTOR,Mar 2019
1165,TVSMOTOR,Mar 2020,373.0,-1090.0,1619.0,902.0,-717.0,TVSMOTOR,Mar 2020
1166,TVSMOTOR,Mar 2021,1151.0,-882.0,264.0,532.0,269.0,TVSMOTOR,Mar 2021
1167,TVSMOTOR,Mar 2022,-1575.0,-1471.0,2918.0,532.0,-3046.0,TVSMOTOR,Mar 2022
1168,TVSMOTOR,Mar 2023,-4405.0,-1308.0,6118.0,406.0,-5713.0,TVSMOTOR,Mar 2023
1169,TVSMOTOR,Mar 2024,-1253.0,-1001.0,2759.0,505.0,-2254.0,TVSMOTOR,Mar 2024
1170,ULTRACEMCO,Mar 2013,3618.0,-4362.0,715.0,-30.0,-744.0,ULTRACEMCO,Mar 2013
1171,ULTRACEMCO,Mar 2014,3455.0,-2342.0,-949.0,164.0,1113.0,ULTRACEMCO,Mar 2014
1172,ULTRACEMCO,Mar 2015,4190.0,-2144.0,-2110.0,-63.0,2046.0,ULTRACEMCO,Mar 2015
1173,ULTRACEMCO,Mar 2016,4526.0,-3673.0,-844.0,8.0,853.0,ULTRACEMCO,Mar 2016
1174,ULTRACEMCO,Mar 2017,5005.0,-2501.0,-2535.0,-31.0,2504.0,ULTRACEMCO,Mar 2017
1175,ULTRACEMCO,Mar 2018,3888.0,1866.0,-5735.0,18.0,5754.0,ULTRACEMCO,Mar 2018
1176,ULTRACEMCO,Mar 2019,5956.0,1165.0,-6757.0,364.0,7121.0,ULTRACEMCO,Mar 2019
1177,ULTRACEMCO,Mar 2020,8972.0,-4192.0,-5076.0,-295.0,4780.0,ULTRACEMCO,Mar 2020
1178,ULTRACEMCO,Mar 2021,12500.0,-8856.0,-4356.0,-712.0,3644.0,ULTRACEMCO,Mar 2021
1179,ULTRACEMCO,Mar 2022,9283.0,2257.0,-12498.0,-958.0,11540.0,ULTRACEMCO,Mar 2022
1180,ULTRACEMCO,Mar 2023,9069.0,-7188.0,-1631.0,250.0,1881.0,ULTRACEMCO,Mar 2023
1181,ULTRACEMCO,Mar 2024,10898.0,-8789.0,-1926.0,183.0,2109.0,ULTRACEMCO,Mar 2024
1182,UNIONBANK,Mar 2013,-4245.0,-343.0,5096.0,507.0,-4588.0,UNIONBANK,Mar 2013
1183,UNIONBANK,Mar 2014,2570.0,-363.0,4902.0,7109.0,2207.0,UNIONBANK,Mar 2014
1184,UNIONBANK,Mar 2015,-3567.0,-318.0,3168.0,-718.0,-3885.0,UNIONBANK,Mar 2015
1185,UNIONBANK,Mar 2016,81.0,-9.0,-2.0,70.0,72.0,UNIONBANK,Mar 2016
1186,UNIONBANK,Mar 2017,-6624.0,-280.0,10194.0,3289.0,-6904.0,UNIONBANK,Mar 2017
1187,UNIONBANK,Mar 2018,6097.0,-315.0,10792.0,16574.0,5782.0,UNIONBANK,Mar 2018
1188,UNIONBANK,Mar 2019,-7778.0,-297.0,1758.0,-6317.0,-8075.0,UNIONBANK,Mar 2019
1189,UNIONBANK,Mar 2020,-77.0,-4.0,201.0,121.0,-81.0,UNIONBANK,Mar 2020
1190,UNIONBANK,Mar 2021,20527.0,-601.0,-18861.0,1066.0,19926.0,UNIONBANK,Mar 2021
1191,UNIONBANK,Mar 2022,36339.0,-558.0,-786.0,34995.0,35781.0,UNIONBANK,Mar 2022
1192,UNIONBANK,Mar 2023,6056.0,-2561.0,-10654.0,-7159.0,3495.0,UNIONBANK,Mar 2023
1193,UNIONBANK,Mar 2024,19930.0,-1394.0,-11489.0,7047.0,18536.0,UNIONBANK,Mar 2024
1194,UNITDSPR,Mar 2013,1969.0,-1121.0,-992.0,-145.0,848.0,UNITDSPR,Mar 2013
1195,UNITDSPR,Mar 2014,-552.0,-252.0,1235.0,431.0,-804.0,UNITDSPR,Mar 2014
1196,UNITDSPR,Mar 2015,-196.0,3855.0,-4002.0,-343.0,3659.0,UNITDSPR,Mar 2015
1197,UNITDSPR,Mar 2016,283.0,733.0,-1155.0,-139.0,1016.0,UNITDSPR,Mar 2016
1198,UNITDSPR,Mar 2017,647.0,-227.0,-475.0,-56.0,420.0,UNITDSPR,Mar 2017
1199,UNITDSPR,Mar 2018,925.0,104.0,-966.0,63.0,1029.0,UNITDSPR,Mar 2018
1200,UNITDSPR,Mar 2019,948.0,-66.0,-808.0,74.0,882.0,UNITDSPR,Mar 2019
1201,UNITDSPR,Mar 2020,783.0,-194.0,-740.0,-150.0,589.0,UNITDSPR,Mar 2020
1202,UNITDSPR,Mar 2021,1818.0,-99.0,-1707.0,12.0,1719.0,UNITDSPR,Mar 2021
1203,UNITDSPR,Mar 2022,977.0,-313.0,-688.0,-23.0,664.0,UNITDSPR,Mar 2022
1204,UNITDSPR,Mar 2023,615.0,-55.0,-500.0,60.0,560.0,UNITDSPR,Mar 2023
1205,UNITDSPR,Mar 2024,1118.0,226.0,-407.0,937.0,1344.0,UNITDSPR,Mar 2024
1206,VBL,Dec 2012,280.0,-507.0,229.0,3.0,-227.0,VBL,Dec 2012
1207,VBL,Dec 2013,297.0,-574.0,274.0,-2.0,-277.0,VBL,Dec 2013
1208,VBL,Dec 2014,431.0,-500.0,58.0,-11.0,-69.0,VBL,Dec 2014
1209,VBL,Dec 2015,555.0,-300.0,-236.0,19.0,255.0,VBL,Dec 2015
1210,VBL,Dec 2016,826.0,-1048.0,230.0,8.0,-222.0,VBL,Dec 2016
1211,VBL,Dec 2017,620.0,-746.0,159.0,32.0,-126.0,VBL,Dec 2017
1212,VBL,Dec 2018,1000.0,-937.0,-84.0,-22.0,63.0,VBL,Dec 2018
1213,VBL,Dec 2019,1308.0,-2320.0,1107.0,95.0,-1012.0,VBL,Dec 2019
1214,VBL,Dec 2020,1012.0,-472.0,-574.0,-33.0,540.0,VBL,Dec 2020
1215,VBL,Dec 2021,1231.0,-1008.0,-178.0,46.0,223.0,VBL,Dec 2021
1216,VBL,Dec 2022,1790.0,-1769.0,-18.0,4.0,21.0,VBL,Dec 2022
1217,VBL,Dec 2023,2391.0,-3288.0,985.0,88.0,-897.0,VBL,Dec 2023
1218,VEDL,Mar 2013,22.0,-311.0,238.0,-51.0,-289.0,VEDL,Mar 2013
1219,VEDL,Mar 2014,15601.0,-2890.0,-5052.0,7659.0,12711.0,VEDL,Mar 2014
1220,VEDL,Mar 2015,17805.0,-4133.0,-13956.0,-284.0,13672.0,VEDL,Mar 2015
1221,VEDL,Mar 2016,20377.0,-7868.0,-11303.0,1206.0,12509.0,VEDL,Mar 2016
1222,VEDL,Mar 2017,18083.0,2681.0,-12425.0,8339.0,20764.0,VEDL,Mar 2017
1223,VEDL,Mar 2018,17366.0,15480.0,-39255.0,-6409.0,32846.0,VEDL,Mar 2018
1224,VEDL,Mar 2019,23754.0,-10594.0,-10242.0,2918.0,13160.0,VEDL,Mar 2019
1225,VEDL,Mar 2020,19300.0,-5925.0,-15547.0,-2172.0,13375.0,VEDL,Mar 2020
1226,VEDL,Mar 2021,23980.0,-6678.0,-17565.0,-263.0,17302.0,VEDL,Mar 2021
1227,VEDL,Mar 2022,34963.0,-2243.0,-28903.0,3817.0,32720.0,VEDL,Mar 2022
1228,VEDL,Mar 2023,33065.0,-668.0,-34142.0,-1745.0,32397.0,VEDL,Mar 2023
1229,VEDL,Mar 2024,35654.0,-13676.0,-26092.0,-4114.0,21978.0,VEDL,Mar 2024
1230,WIPRO,Mar 2013,6394.0,-4536.0,-1140.0,717.0,1858.0,WIPRO,Mar 2013
1231,WIPRO,Mar 2014,6790.0,-284.0,-3570.0,2936.0,6506.0,WIPRO,Mar 2014
1232,WIPRO,Mar 2015,7840.0,-2537.0,-830.0,4474.0,5303.0,WIPRO,Mar 2015
1233,WIPRO,Mar 2016,7887.0,-13761.0,-159.0,-6032.0,-5874.0,WIPRO,Mar 2016
1234,WIPRO,Mar 2017,9277.0,-11770.0,-2275.0,-4767.0,-2493.0,WIPRO,Mar 2017
1235,WIPRO,Mar 2018,8423.0,3595.0,-12998.0,-979.0,12018.0,WIPRO,Mar 2018
1236,WIPRO,Mar 2019,11632.0,5065.0,-4937.0,11760.0,16697.0,WIPRO,Mar 2019
1237,WIPRO,Mar 2020,10064.0,3593.0,-15100.0,-1442.0,13657.0,WIPRO,Mar 2020
1238,WIPRO,Mar 2021,14755.0,685.0,-12884.0,2556.0,15440.0,WIPRO,Mar 2021
1239,WIPRO,Mar 2022,11080.0,-22321.0,4659.0,-6583.0,-11241.0,WIPRO,Mar 2022
1240,WIPRO,Mar 2023,13060.0,-8169.0,-6088.0,-1197.0,4891.0,WIPRO,Mar 2023
1241,WIPRO,Mar 2024,17622.0,1144.0,-18257.0,509.0,18766.0,WIPRO,Mar 2024
1242,ZOMATO,Mar 2020,-2144.0,1740.0,359.0,-45.0,-404.0,ZOMATO,Mar 2020
1243,ZOMATO,Mar 2021,-1018.0,-5245.0,6402.0,139.0,-6263.0,ZOMATO,Mar 2021
1244,ZOMATO,Mar 2022,-693.0,-7971.0,8750.0,86.0,-8664.0,ZOMATO,Mar 2022
1245,ZOMATO,Mar 2023,-844.0,797.0,-127.0,-174.0,-47.0,ZOMATO,Mar 2023
1246,ZOMATO,Mar 2024,646.0,-348.0,-207.0,91.0,298.0,ZOMATO,Mar 2024
1247,ZYDUSLIFE,Mar 2013,603.0,-682.0,286.0,207.0,-79.0,ZYDUSLIFE,Mar 2013
1248,ZYDUSLIFE,Mar 2014,903.0,-438.0,-529.0,-64.0,465.0,ZYDUSLIFE,Mar 2014
1249,ZYDUSLIFE,Mar 2015,994.0,-465.0,-351.0,178.0,529.0,ZYDUSLIFE,Mar 2015
1250,ZYDUSLIFE,Mar 2016,1894.0,-860.0,-935.0,99.0,1034.0,ZYDUSLIFE,Mar 2016
1251,ZYDUSLIFE,Mar 2017,1312.0,-2872.0,2316.0,756.0,-1560.0,ZYDUSLIFE,Mar 2017
1252,ZYDUSLIFE,Mar 2018,919.0,-974.0,52.0,-3.0,-55.0,ZYDUSLIFE,Mar 2018
1253,ZYDUSLIFE,Mar 2019,1282.0,-3977.0,1885.0,-811.0,-2695.0,ZYDUSLIFE,Mar 2019
1254,ZYDUSLIFE,Mar 2020,2932.0,-1004.0,-1528.0,399.0,1928.0,ZYDUSLIFE,Mar 2020
1255,ZYDUSLIFE,Mar 2021,3294.0,-837.0,-2548.0,-90.0,2457.0,ZYDUSLIFE,Mar 2021
1256,ZYDUSLIFE,Mar 2022,2104.0,-1018.0,-868.0,219.0,1086.0,ZYDUSLIFE,Mar 2022
1257,ZYDUSLIFE,Mar 2023,2689.0,1542.0,-4400.0,-170.0,4231.0,ZYDUSLIFE,Mar 2023
1258,ZYDUSLIFE,Mar 2024,3228.0,-1492.0,-1810.0,-75.0,1736.0,ZYDUSLIFE,Mar 2024
